,accuracy,accuracy,f1,f1,roc_auc,roc_auc
,mean,std,mean,std,mean,std
model,,,,,,
logistic_regression,0.8415254237288134,0.06213405106154165,0.8201676630248059,0.06471776212168961,0.9031498015873016,0.04477314328042224
random_forest,0.8281355932203389,0.08096771585566982,0.8084778121775026,0.08595900336738987,0.9095568783068784,0.05367352301298427
