model,accuracy_mean,accuracy_std,f1_mean,f1_std,rocauc_mean,rocauc_std
logreg,0.80090395480226,0.0627243968746834,0.7940290801713091,0.06309876068130764,0.892104828042328,0.03281803911602604
rf,0.804406779661017,0.05121516448777809,0.7831596941593744,0.05957679071785074,0.896957671957672,0.03629458303093314
