model,accuracy_mean,accuracy_std,f1_mean,f1_std,rocauc_mean,rocauc_std
logreg,0.784406779661017,0.02601279281227504,0.7533532352833838,0.02852996157845373,0.8891617063492063,0.017594167873514522
rf,0.7944067796610169,0.07749190520112628,0.772647624435024,0.08354885308459674,0.8981398809523811,0.038045254074421345
